from_name,to_name,t,weight_t,from_X,from_y,from_z,to_X,to_y,to_z
qd334info,querdenken_30info,1,1,1.54771671352474,-5.90928177685106,-4.06762234697126,0.657368379731306,-8.92667312877738,-4.17940280682833
qd8341info,8341,1,3,-5.16890097623625,-4.94356985192032,-4.47114141544703,-6.17237863044686,-6.25285045012666,-4.54837102864786
querdenken_083,83,1,5,-2.23589810643888,-1.86517163088975,-4.24665173015239,-3.60172168109824,-3.58346788240469,-4.54497770485069
querdenken_083,querdenken_911,1,8,-2.23589810643888,-1.86517163088975,-4.24665173015239,0.010687768711284,0.181816526793559,-3.89974424091736
querdenken_083,querdenken_magazin,1,14,-2.23589810643888,-1.86517163088975,-4.24665173015239,-2.95496494975622,-2.36309317417319,-4.40631738067033
querdenken_211,querdenken_911,1,14,-0.588700377493291,-1.53302278084412,-4.29000978233948,0.010687768711284,0.181816526793559,-3.89974424091736
querdenken_234,234,1,52,1.17846135645523,2.78290833593976,-4.96744296142412,1.35852216781899,3.20056380576886,-5.0370826819284
querdenken_234,6051,1,1,1.17846135645523,2.78290833593976,-4.96744296142412,3.48588783225434,4.38459102722214,-5.39037324811932
querdenken_234,querdenken_201,1,3,1.17846135645523,2.78290833593976,-4.96744296142412,1.13105691835222,5.20878739670457,-5.23137787423404
querdenken_234,querdenken_911,1,13,1.17846135645523,2.78290833593976,-4.96744296142412,0.010687768711284,0.181816526793559,-3.89974424091736
querdenken_234,querdenken_nrw,1,24,1.17846135645523,2.78290833593976,-4.96744296142412,1.62324322244847,3.13511755589533,-5.61484390114347
querdenken_341,querdenkerforum,1,1,6.81548059893365,1.87260262710418,-2.13908818899334,8.81536241545346,4.80979336452042,-1.18084789000747
querdenken_351,711,1,39,2.82523870022765,-0.377137807999181,-2.55276548027319,2.44999802836995,-1.62008018703998,-3.51501688262978
querdenken_381,381,1,25,3.86235411019007,4.41502715257276,-0.993508040522753,3.98281608004389,5.10645468521953,-0.953951010102362
querdenken_441,30,1,1,-0.639678809805303,3.09681714908648,-4.09372369304711,-1.34164535439974,6.18778714581815,-4.1183453291228
querdenken_441,441,1,9,-0.639678809805303,3.09681714908648,-4.09372369304711,-0.927550326769507,4.39619184618395,-4.12589775019698
querdenken_571,571,1,3,6.88783442582598,-0.0295169556172037,-2.70204939838328,8.83872628434223,0.0108384633130445,-2.60264780162727
querdenken_6051,711,1,34,2.42431495704127,-1.1539089441737,-3.6276681161695,2.44999802836995,-1.62008018703998,-3.51501688262978
querdenken_615,611,1,1,-3.12856935360432,1.45042825339002,-3.57214502632126,-6.48443091416611,0.757499172872402,-3.6649884923315
querdenken_615,615,1,67,-3.12856935360432,1.45042825339002,-3.57214502632126,-3.59291805976635,1.60520686812121,-3.76896634990854
querdenken_615,querdenken_7551,1,2,-3.12856935360432,1.45042825339002,-3.57214502632126,-4.72872797954018,-0.0341836338044187,-4.68890048213115
querdenken_631,631,1,44,-3.45226380199615,4.26274951067077,-2.79655017533161,-3.5855043588156,4.82620342236089,-2.73017352829368
querdenken_631,querdenken_615,1,5,-3.45226380199615,4.26274951067077,-2.79655017533161,-3.12856935360432,1.45042825339002,-3.57214502632126
querdenken_69,querdenken_615,1,815,-3.26762180743603,1.53871741828825,-3.59590578756173,-3.12856935360432,1.45042825339002,-3.57214502632126
querdenken_911,711,1,43,0.010687768711284,0.181816526793559,-3.89974424091736,2.44999802836995,-1.62008018703998,-3.51501688262978
querdenken_911,querdenken_8441,1,1,0.010687768711284,0.181816526793559,-3.89974424091736,0.181853354261944,3.46039278432791,-2.90980242107459
querdenken_brandenburg,qd334info,1,53,1.70885913623541,-5.16138614857896,-4.00960328346006,1.54771671352474,-5.90928177685106,-4.06762234697126
querdenken421,421,1,43,-0.629760666982341,2.39031558129004,-4.15072967908402,-0.928598729797604,2.93892012456365,-4.20593931809437
querdenken511,querdenken_341,1,18,5.91074566186465,0.858277358359805,-2.39491506448286,6.81548059893365,1.87260262710418,-2.13908818899334
querdenken511,querdenken511demoterminekanal,1,7,5.91074566186465,0.858277358359805,-2.39491506448286,6.76118789382805,1.37212286901183,-1.59739205887091
querdenken611_infokanal,69,1,6,-2.55005884669583,1.21989651189434,-3.63317063638648,-3.30610000502435,0.4328645141117,-3.65891733386484
querdenken611_infokanal,querdenken_615,1,697,-2.55005884669583,1.21989651189434,-3.63317063638648,-3.12856935360432,1.45042825339002,-3.57214502632126
querdenken611_infokanal,querdenken_911,1,38,-2.55005884669583,1.21989651189434,-3.63317063638648,0.010687768711284,0.181816526793559,-3.89974424091736
querdenken911_termine,911,1,75,-0.227885638434841,0.118819415353918,-4.10358683144419,-0.521511507810587,-0.174489041523238,-4.31512886241382
querdenken911_termine,querdenken_911,1,121,-0.227885638434841,0.118819415353918,-4.10358683144419,0.010687768711284,0.181816526793559,-3.89974424091736
QuerdenkerChat,querdenken_615,1,7,-3.79290022707808,1.92237902063187,-2.51380083345578,-3.12856935360432,1.45042825339002,-3.57214502632126
QuerdenkerZwickau,361,1,1,3.16414264289416,-0.384486303604522,-3.57871172862977,5.55413342273083,3.2483397836578,-3.26047448425886
QuerdenkerZwickau,711,1,14,3.16414264289416,-0.384486303604522,-3.57871172862977,2.44999802836995,-1.62008018703998,-3.51501688262978
